time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
2021-09-05 18:10:13:8730,-3.0267,2.7842,0.2465,4.12
2021-09-05 18:10:13:8810,-3.0017,2.8379,0.311,4.143
2021-09-05 18:10:13:8930,-2.883,2.709,0.3114,3.968
2021-09-05 18:10:13:9010,-2.8202,2.6458,0.4316,3.891
2021-09-05 18:10:13:9130,-2.5191,2.6749,0.7366,3.748
2021-09-05 18:10:13:9210,-2.3432,2.609,1.0256,3.654
2021-09-05 18:10:13:9320,-2.1823,2.577,1.7455,3.801
2021-09-05 18:10:13:9520,-2.0084,2.3971,2.2048,3.826
2021-09-05 18:10:13:9520,-1.8895,2.1663,2.6364,3.9
2021-09-05 18:10:13:9620,-1.8042,1.9979,2.7098,3.82
2021-09-05 18:10:13:9730,-1.5596,1.9227,2.7573,3.706
2021-09-05 18:10:13:9810,-1.3163,1.9149,2.7278,3.583
2021-09-05 18:10:13:9930,-1.0096,2.0206,2.4702,3.347
2021-09-05 18:10:14:0010,-0.8486,1.884,2.3941,3.162
2021-09-05 18:10:14:0130,-0.7332,1.6609,2.2197,2.868
2021-09-05 18:10:14:0210,-0.6429,1.4564,2.1104,2.644
2021-09-05 18:10:14:0360,-0.5464,1.1872,1.9391,2.338
2021-09-05 18:10:14:0660,-0.5156,0.9196,1.7254,2.022
2021-09-05 18:10:14:0670,-0.4467,0.6818,1.529,1.733
2021-09-05 18:10:14:0670,-0.2726,0.5199,1.42,1.537
2021-09-05 18:10:14:0720,-0.1554,0.2198,1.1666,1.197
2021-09-05 18:10:14:0810,-0.1476,-0.0556,0.8437,0.858
2021-09-05 18:10:14:0930,-0.1308,-0.289,0.2476,0.402
2021-09-05 18:10:14:1010,0.021,-0.5363,-0.146,0.556
2021-09-05 18:10:14:1120,0.1741,-0.7961,-0.3548,0.889
2021-09-05 18:10:14:1210,0.3571,-1.072,-0.0827,1.133
2021-09-05 18:10:14:1320,0.6215,-1.4552,0.6368,1.706
2021-09-05 18:10:14:1560,0.8978,-1.8676,1.1413,2.366
2021-09-05 18:10:14:1570,1.0582,-2.2516,1.4752,2.892
2021-09-05 18:10:14:1620,0.9463,-2.5678,1.4404,3.093
2021-09-05 18:10:14:1719,0.8824,-2.9325,1.291,3.323
2021-09-05 18:10:14:1810,0.7236,-3.1498,0.6417,3.295
2021-09-05 18:10:14:1920,0.7109,-3.047,-0.3134,3.144
2021-09-05 18:10:14:2010,0.6894,-2.8921,-1.0158,3.142
2021-09-05 18:10:14:2150,0.5884,-2.8558,-1.761,3.406
2021-09-05 18:10:14:2210,0.4274,-2.9692,-2.2317,3.739
2021-09-05 18:10:14:2360,0.1583,-3.1185,-2.612,4.071
2021-09-05 18:10:14:2570,0.0466,-3.2506,-2.7598,4.264
2021-09-05 18:10:14:2570,0.04,-3.4455,-2.8769,4.489
2021-09-05 18:10:14:2600,0.2637,-3.4261,-2.4611,4.227
2021-09-05 18:10:14:2730,0.6518,-3.4726,-2.3239,4.229
2021-09-05 18:10:14:2810,0.9926,-3.5002,-2.0168,4.16
2021-09-05 18:10:14:2920,1.4518,-3.5772,-1.6659,4.205
2021-09-05 18:10:14:3010,1.681,-3.7663,-1.6473,4.441
2021-09-05 18:10:14:3120,1.867,-3.7824,-1.556,4.496
2021-09-05 18:10:14:3210,2.0131,-3.8192,-1.3239,4.516
2021-09-05 18:10:14:3340,2.0112,-3.8079,-0.7941,4.379
2021-09-05 18:10:14:3610,1.9371,-3.8193,-0.4441,4.305
2021-09-05 18:10:14:3610,1.6512,-3.9576,-0.1467,4.291
2021-09-05 18:10:14:3620,1.3977,-3.9979,0.008,4.235
2021-09-05 18:10:14:3730,1.0531,-3.8804,0.0154,4.021
2021-09-05 18:10:14:3810,0.8655,-3.6922,-0.1418,3.795
2021-09-05 18:10:14:3950,0.6678,-3.3969,-0.5236,3.501
2021-09-05 18:10:14:4010,0.5202,-3.2393,-0.8553,3.39
2021-09-05 18:10:14:4120,0.27,-3.1278,-1.2842,3.392
2021-09-05 18:10:14:4210,0.2832,-3.11,-1.5203,3.473
2021-09-05 18:10:14:4340,0.1861,-2.8532,-1.7296,3.342
2021-09-05 18:10:14:4580,0.147,-2.7692,-1.96,3.396
2021-09-05 18:10:14:4590,0.1703,-2.7034,-2.1439,3.454
2021-09-05 18:10:14:4600,0.1232,-2.5846,-2.2219,3.411
2021-09-05 18:10:14:4730,0.1409,-2.5724,-2.2037,3.39
2021-09-05 18:10:14:4810,0.1993,-2.5144,-1.9794,3.206
2021-09-05 18:10:14:4940,0.2712,-2.4779,-1.4202,2.869
2021-09-05 18:10:14:5020,0.3017,-2.4273,-1.0189,2.65
2021-09-05 18:10:14:5130,0.4075,-2.3477,-0.2815,2.399
2021-09-05 18:10:14:5230,0.4918,-2.2582,0.0147,2.311
2021-09-05 18:10:14:5340,0.5831,-2.1415,0.1796,2.227
2021-09-05 18:10:14:5420,0.7084,-1.8541,0.2016,1.995
2021-09-05 18:10:14:5729,0.9988,-1.5091,0.2886,1.833
2021-09-05 18:10:14:5740,1.078,-1.2713,0.4328,1.722
2021-09-05 18:10:14:5750,1.0595,-1.1161,0.7638,1.718
2021-09-05 18:10:14:5810,0.9557,-1.0332,1.0828,1.776
2021-09-05 18:10:14:5930,0.9407,-1.0536,1.337,1.945
2021-09-05 18:10:14:6020,0.8575,-0.9806,1.6079,2.069
2021-09-05 18:10:14:6130,0.8775,-0.8168,1.857,2.21
2021-09-05 18:10:14:6220,0.826,-0.7205,1.898,2.192
2021-09-05 18:10:14:6330,0.6919,-0.5533,1.8147,2.019
2021-09-05 18:10:14:6410,0.6464,-0.3837,1.8005,1.951
2021-09-05 18:10:14:6690,0.6536,-0.2882,2.1276,2.244
2021-09-05 18:10:14:6690,0.4982,-0.2781,2.491,2.556
2021-09-05 18:10:14:6750,0.3455,-0.2939,2.8689,2.905
2021-09-05 18:10:14:6810,0.1042,-0.2501,3.0315,3.044
2021-09-05 18:10:14:6919,-0.2728,-0.1619,2.8603,2.878
2021-09-05 18:10:14:7010,-0.6318,-0.0662,2.4333,2.515
2021-09-05 18:10:14:7130,-1.0836,0.199,1.5586,1.909
2021-09-05 18:10:14:7220,-1.3693,0.534,0.9043,1.726
2021-09-05 18:10:14:7330,-1.5937,1.061,0.1214,1.918
2021-09-05 18:10:14:7560,-1.6586,1.3616,-0.2643,2.162
2021-09-05 18:10:14:7560,-1.6697,1.6421,-0.4714,2.389
2021-09-05 18:10:14:7600,-1.4709,1.7325,-0.4005,2.308
2021-09-05 18:10:14:7730,-1.4088,1.8811,0.2696,2.366
2021-09-05 18:10:14:7810,-1.301,1.8193,0.9591,2.434
2021-09-05 18:10:14:7930,-1.2015,1.6513,1.5971,2.593
2021-09-05 18:10:14:8020,-1.1712,1.6284,1.9956,2.829
2021-09-05 18:10:14:8129,-1.0554,1.6219,2.4737,3.141
2021-09-05 18:10:14:8220,-1.1029,1.5662,2.647,3.267
2021-09-05 18:10:14:8330,-1.1587,1.6307,2.7743,3.42
2021-09-05 18:10:14:8410,-1.2082,1.7255,2.7687,3.479
2021-09-05 18:10:14:8590,-1.4588,1.8216,2.6178,3.507
2021-09-05 18:10:14:8610,-1.6713,1.8699,2.3145,3.413
2021-09-05 18:10:14:8750,-1.9481,2.0391,1.7637,3.326
2021-09-05 18:10:14:8810,-2.1052,2.1999,1.3994,3.351
2021-09-05 18:10:14:8920,-2.2908,2.2578,0.8664,3.331
2021-09-05 18:10:14:9010,-2.4623,2.3816,0.6548,3.488
2021-09-05 18:10:14:9120,-2.621,2.3842,0.3437,3.56
2021-09-05 18:10:14:9210,-2.6825,2.3805,0.2551,3.596
2021-09-05 18:10:14:9330,-2.6656,2.3632,0.1933,3.568
2021-09-05 18:10:14:9420,-2.5584,2.3129,0.2266,3.456
2021-09-05 18:10:14:9620,-2.4008,2.2556,0.4559,3.326
2021-09-05 18:10:14:9630,-2.2353,2.1944,0.562,3.182
2021-09-05 18:10:14:9750,-1.8996,2.1521,0.6839,2.951
2021-09-05 18:10:14:9810,-1.676,2.175,0.8079,2.862
2021-09-05 18:10:14:9920,-1.3878,2.1848,0.8539,2.725
2021-09-05 18:10:15:0010,-1.2298,2.0832,0.8992,2.581
2021-09-05 18:10:15:0130,-1.0483,2.0268,1.1778,2.568
2021-09-05 18:10:15:0210,-0.964,1.8871,1.3784,2.528
2021-09-05 18:10:15:0320,-0.8961,1.5886,1.5756,2.41
2021-09-05 18:10:15:0450,-0.8847,1.3968,1.7028,2.374
2021-09-05 18:10:15:0530,-0.8502,1.1006,1.8804,2.339
2021-09-05 18:10:15:0620,-0.7255,0.9476,1.9839,2.315
2021-09-05 18:10:15:0740,-0.5841,0.7382,1.939,2.155
2021-09-05 18:10:15:0800,-0.475,0.5769,1.8318,1.978
2021-09-05 18:10:15:0910,-0.2979,0.4588,1.6835,1.77
2021-09-05 18:10:15:1010,-0.1664,0.3612,1.458,1.511
2021-09-05 18:10:15:1120,-0.0082,0.2506,1.1243,1.152
2021-09-05 18:10:15:1210,0.1416,0.1295,0.9293,0.949
2021-09-05 18:10:15:1350,0.2023,-0.0035,0.742,0.769
2021-09-05 18:10:15:1419,0.2051,-0.17,0.582,0.64
2021-09-05 18:10:15:1520,0.1558,-0.3255,0.2558,0.442
2021-09-05 18:10:15:1670,0.1791,-0.4107,-0.0471,0.451
2021-09-05 18:10:15:1739,0.1671,-0.4325,-0.4345,0.635
2021-09-05 18:10:15:1810,0.1727,-0.4097,-0.5736,0.726
2021-09-05 18:10:15:1930,0.2177,-0.463,-0.6035,0.791
2021-09-05 18:10:15:2020,0.261,-0.5847,-0.388,0.749
2021-09-05 18:10:15:2120,0.3368,-0.837,0.1997,0.924
2021-09-05 18:10:15:2220,0.5087,-1.0817,0.803,1.44
2021-09-05 18:10:15:2340,0.6724,-1.2996,1.5138,2.105
2021-09-05 18:10:15:2420,0.7238,-1.5671,1.6764,2.406
2021-09-05 18:10:15:2610,0.7129,-1.7528,1.64,2.504
2021-09-05 18:10:15:2620,0.5495,-1.9798,1.2654,2.413
2021-09-05 18:10:15:2730,0.5037,-2.0312,0.3399,2.12
2021-09-05 18:10:15:2810,0.4264,-1.9291,-0.5682,2.056
2021-09-05 18:10:15:2930,0.3552,-1.7835,-1.739,2.516
2021-09-05 18:10:15:3010,0.3033,-1.7861,-2.199,2.849
2021-09-05 18:10:15:3130,0.2308,-1.7349,-2.6008,3.135
2021-09-05 18:10:15:3210,0.0697,-1.7751,-2.6106,3.158
2021-09-05 18:10:15:3350,-0.0171,-1.9665,-2.3223,3.043
2021-09-05 18:10:15:3410,-0.0879,-2.1347,-2.125,3.013
2021-09-05 18:10:15:3630,-0.014,-2.2541,-1.8878,2.94
2021-09-05 18:10:15:3640,0.0973,-2.2709,-1.598,2.779
2021-09-05 18:10:15:3740,0.3273,-2.1587,-1.202,2.492
2021-09-05 18:10:15:3810,0.4374,-2.1031,-0.9852,2.363
2021-09-05 18:10:15:3930,0.5432,-1.9885,-0.7186,2.183
2021-09-05 18:10:15:4010,0.4978,-1.9924,-0.5187,2.118
2021-09-05 18:10:15:4130,0.4269,-2.0042,-0.2558,2.065
2021-09-05 18:10:15:4210,0.3592,-1.9984,-0.075,2.032
2021-09-05 18:10:15:4360,0.2646,-2.0363,-0.0669,2.055
2021-09-05 18:10:15:4410,0.2025,-2.0154,-0.0632,2.027
2021-09-05 18:10:15:4580,0.1739,-1.9703,0.0377,1.978
2021-09-05 18:10:15:4610,0.2053,-1.9933,0.1213,2.008
2021-09-05 18:10:15:4730,0.2271,-2.0394,0.2378,2.066
2021-09-05 18:10:15:4810,0.2314,-2.0656,0.3175,2.103
2021-09-05 18:10:15:4940,0.149,-2.1664,0.2803,2.189
2021-09-05 18:10:15:5010,0.0677,-2.2274,0.1474,2.233
2021-09-05 18:10:15:5120,-0.0265,-2.2698,-0.1905,2.278
2021-09-05 18:10:15:5210,-0.2137,-2.2325,-0.8113,2.385
2021-09-05 18:10:15:5320,-0.112,-2.1397,-0.8421,2.302
2021-09-05 18:10:15:5510,-0.1495,-2.0363,-1.3793,2.464
2021-09-05 18:10:15:5540,-0.1643,-1.9258,-1.8414,2.67
2021-09-05 18:10:15:5610,-0.1481,-1.8346,-1.9704,2.696
2021-09-05 18:10:15:5729,-0.0693,-1.7288,-1.8239,2.514
2021-09-05 18:10:15:5810,-0.0368,-1.621,-1.6161,2.289
2021-09-05 18:10:15:5930,-0.053,-1.64,-1.2898,2.087
2021-09-05 18:10:15:6020,-0.0509,-1.6477,-1.1121,1.989
2021-09-05 18:10:15:6140,0.0305,-1.7759,-0.9825,2.03
2021-09-05 18:10:15:6210,0.1305,-1.6868,-0.757,1.853
2021-09-05 18:10:15:6330,0.1761,-1.6793,-0.7261,1.838
2021-09-05 18:10:15:6510,0.1949,-1.5864,-0.6668,1.732
2021-09-05 18:10:15:6510,0.2144,-1.5424,-0.5838,1.663
2021-09-05 18:10:15:6610,0.3141,-1.4285,-0.3956,1.515
2021-09-05 18:10:15:6730,0.2884,-1.2016,-0.0693,1.238
2021-09-05 18:10:15:6810,0.2601,-1.1102,0.0547,1.142
2021-09-05 18:10:15:6919,0.1904,-1.1031,0.0803,1.122
2021-09-05 18:10:15:7020,0.1274,-1.0646,0.1253,1.08
2021-09-05 18:10:15:7130,0.2155,-0.9281,0.2688,0.99
2021-09-05 18:10:15:7210,0.3046,-0.8169,0.2245,0.9
2021-09-05 18:10:15:7340,0.5207,-0.5985,0.0024,0.793
2021-09-05 18:10:15:7410,0.5897,-0.4863,-0.0722,0.768
2021-09-05 18:10:15:7600,0.7205,-0.2555,0.0619,0.767
2021-09-05 18:10:15:7610,0.8389,-0.0883,0.3321,0.907
2021-09-05 18:10:15:7730,1.0707,0.0834,0.7909,1.334
2021-09-05 18:10:15:7810,1.0702,0.1585,1.0287,1.493
2021-09-05 18:10:15:7930,1.1383,0.1039,1.4308,1.831
2021-09-05 18:10:15:8020,1.097,-0.0563,1.7065,2.029
2021-09-05 18:10:15:8129,0.9558,-0.2928,1.895,2.143
2021-09-05 18:10:15:8220,0.5672,-0.3639,1.7842,1.907
2021-09-05 18:10:15:8340,0.1462,-0.3959,1.4287,1.49
2021-09-05 18:10:15:8400,-0.2454,-0.129,0.9795,1.018
2021-09-05 18:10:15:8600,-0.5872,0.3116,0.2846,0.723
2021-09-05 18:10:15:8610,-0.6457,0.5821,-0.034,0.87
2021-09-05 18:10:15:8730,-0.7247,1.0769,-0.1543,1.307
2021-09-05 18:10:15:8810,-0.7587,1.3228,-0.0896,1.528
2021-09-05 18:10:15:8940,-0.8671,1.4687,0.1772,1.715
2021-09-05 18:10:15:9020,-0.9346,1.4981,0.5498,1.849
2021-09-05 18:10:15:9130,-0.9897,1.5067,1.1872,2.158
2021-09-05 18:10:15:9210,-1.0727,1.5629,1.6762,2.53
2021-09-05 18:10:15:9330,-1.1737,1.6226,2.1042,2.905
2021-09-05 18:10:15:9410,-1.2329,1.6699,2.3702,3.151
2021-09-05 18:10:15:9660,-1.3347,1.7828,2.6246,3.442
2021-09-05 18:10:15:9670,-1.3992,1.8525,2.6573,3.529
2021-09-05 18:10:15:9730,-1.4923,1.9824,2.5883,3.586
2021-09-05 18:10:15:9810,-1.561,2.0953,2.3749,3.531
2021-09-05 18:10:15:9930,-1.644,2.1943,1.8665,3.317
2021-09-05 18:10:16:0010,-1.6726,2.259,1.4886,3.181
2021-09-05 18:10:16:0130,-1.6965,2.315,1.0735,3.064
2021-09-05 18:10:16:0210,-1.6873,2.3455,0.9443,3.04
2021-09-05 18:10:16:0330,-1.7184,2.3701,0.7447,3.021
2021-09-05 18:10:16:0420,-1.7775,2.2893,0.6309,2.966
2021-09-05 18:10:16:0580,-1.8411,2.1382,0.5532,2.875
2021-09-05 18:10:16:0600,-1.8247,2.0349,0.5552,2.789
2021-09-05 18:10:16:0730,-1.8715,1.8902,0.486,2.704
2021-09-05 18:10:16:0810,-1.8386,1.8311,0.4343,2.631
2021-09-05 18:10:16:0920,-1.6979,1.8628,0.3859,2.55
2021-09-05 18:10:16:1010,-1.588,1.8491,0.343,2.461
2021-09-05 18:10:16:1130,-1.3592,1.8115,0.5245,2.325
2021-09-05 18:10:16:1210,-1.184,1.7133,0.6819,2.191
2021-09-05 18:10:16:1330,-0.9658,1.5397,0.8624,2.012
2021-09-05 18:10:16:1409,-0.834,1.3403,0.9072,1.821
2021-09-05 18:10:16:1590,-0.687,1.248,0.801,1.634
2021-09-05 18:10:16:1600,-0.6221,1.1854,0.6946,1.508
2021-09-05 18:10:16:1729,-0.527,1.1547,0.7022,1.451
2021-09-05 18:10:16:1810,-0.457,1.0754,0.7429,1.385
2021-09-05 18:10:16:1940,-0.3927,0.9819,0.9773,1.44
2021-09-05 18:10:16:2010,-0.3833,0.8199,1.1067,1.43
2021-09-05 18:10:16:2120,-0.2606,0.7161,1.2848,1.494
2021-09-05 18:10:16:2210,-0.2164,0.5847,1.2678,1.413
2021-09-05 18:10:16:2320,-0.0879,0.503,1.2208,1.323
2021-09-05 18:10:16:2420,-0.0492,0.3154,1.0911,1.137
2021-09-05 18:10:16:2560,0.0243,0.2097,0.8801,0.905
2021-09-05 18:10:16:2600,0.1024,0.1838,0.6493,0.683
2021-09-05 18:10:16:2720,0.2,0.1079,0.3604,0.426
2021-09-05 18:10:16:2810,0.1582,0.0332,0.2554,0.302
2021-09-05 18:10:16:2930,0.0709,-0.1835,0.3681,0.417
2021-09-05 18:10:16:3010,0.0381,-0.2136,0.4144,0.468
2021-09-05 18:10:16:3140,-0.1895,-0.291,-0.1144,0.366
2021-09-05 18:10:16:3210,-0.1577,-0.451,-0.5193,0.706
2021-09-05 18:10:16:3320,0.0124,-0.6832,-0.4353,0.81
2021-09-05 18:10:16:3410,0.3859,-0.769,0.4479,0.97
2021-09-05 18:10:16:3560,0.8683,-0.903,1.5595,2
2021-09-05 18:10:16:3600,0.9839,-1.1954,1.7246,2.318
2021-09-05 18:10:16:3730,0.8124,-1.5169,1.583,2.338
2021-09-05 18:10:16:3810,0.6484,-1.7895,0.9222,2.115
2021-09-05 18:10:16:3920,0.5116,-2.1641,-0.1783,2.231
2021-09-05 18:10:16:4000,0.4106,-2.0672,-0.9934,2.33
2021-09-05 18:10:16:4130,0.3122,-1.9382,-2.0372,2.829
2021-09-05 18:10:16:4210,0.2302,-1.9687,-2.5791,3.253
2021-09-05 18:10:16:4360,-0.1338,-2.0306,-3.148,3.748
2021-09-05 18:10:16:4600,-0.3102,-2.0822,-3.1453,3.785
2021-09-05 18:10:16:4610,-0.338,-2.1509,-3.0307,3.732
2021-09-05 18:10:16:4610,-0.2236,-2.2917,-2.7999,3.625
2021-09-05 18:10:16:4720,0.004,-2.3769,-2.2078,3.244
2021-09-05 18:10:16:4800,0.3116,-2.384,-1.7073,2.949
2021-09-05 18:10:16:4920,0.7949,-2.3492,-1.1828,2.748
2021-09-05 18:10:16:5010,1.0677,-2.3694,-0.8889,2.747
2021-09-05 18:10:16:5120,1.3424,-2.3535,-0.2784,2.724
2021-09-05 18:10:16:5210,1.3907,-2.4127,0.2372,2.795
2021-09-05 18:10:16:5360,1.2739,-2.5891,0.7434,2.98
2021-09-05 18:10:16:5560,1.0665,-2.6569,0.9115,3.005
2021-09-05 18:10:16:5560,0.7547,-2.7278,0.9724,2.993
2021-09-05 18:10:16:5600,0.5675,-2.6921,0.8086,2.868
2021-09-05 18:10:16:5719,0.2961,-2.5826,0.2653,2.613
2021-09-05 18:10:16:5810,0.1362,-2.4699,-0.1713,2.48
2021-09-05 18:10:16:5940,0.0105,-2.1818,-0.5293,2.245
2021-09-05 18:10:16:6020,0.0144,-2.0555,-0.7937,2.203
2021-09-05 18:10:16:6120,0.0253,-1.9911,-0.9329,2.199
2021-09-05 18:10:16:6210,0.0058,-1.9493,-0.9522,2.169
2021-09-05 18:10:16:6360,-0.0746,-2.0486,-0.9479,2.258
2021-09-05 18:10:16:6570,-0.0948,-2.0996,-0.8578,2.27
2021-09-05 18:10:16:6570,-0.1046,-2.1353,-0.7589,2.269
2021-09-05 18:10:16:6600,-0.0712,-2.142,-0.761,2.274
2021-09-05 18:10:16:6730,-0.0675,-2.0136,-0.7893,2.164
2021-09-05 18:10:16:6820,-0.0559,-1.995,-0.7356,2.127
2021-09-05 18:10:16:6929,0.0153,-1.9326,-0.626,2.032
2021-09-05 18:10:16:7010,0.0708,-1.8621,-0.5419,1.941
2021-09-05 18:10:16:7130,0.2282,-1.7457,-0.5238,1.837
2021-09-05 18:10:16:7210,0.3386,-1.6291,-0.5145,1.742
2021-09-05 18:10:16:7360,0.5539,-1.5012,-0.5191,1.682
2021-09-05 18:10:16:7590,0.6932,-1.4081,-0.4783,1.641
2021-09-05 18:10:16:7610,0.8035,-1.21,-0.4476,1.52
2021-09-05 18:10:16:7620,0.7738,-1.1217,-0.3793,1.415
2021-09-05 18:10:16:7720,0.6464,-1.0869,-0.2954,1.299
2021-09-05 18:10:16:7820,0.5011,-1.0396,-0.1769,1.168
2021-09-05 18:10:16:7940,0.284,-1.0061,-0.0525,1.047
2021-09-05 18:10:16:8010,0.1838,-0.9455,-0.0172,0.963
2021-09-05 18:10:16:8120,-0.087,-0.9386,-0.0131,0.943
2021-09-05 18:10:16:8210,-0.232,-0.7238,-0.0916,0.766
2021-09-05 18:10:16:8320,-0.1709,-0.5601,-0.1151,0.597
2021-09-05 18:10:16:8410,-0.1883,-0.3527,-0.0058,0.4
2021-09-05 18:10:16:8540,0.1533,-0.1091,0.3064,0.36
2021-09-05 18:10:16:8760,0.2625,0.0479,0.5086,0.574
2021-09-05 18:10:16:8770,0.409,0.1622,0.8829,0.987
2021-09-05 18:10:16:8810,0.426,0.1491,1.2314,1.311
2021-09-05 18:10:16:8930,0.2904,-0.0052,1.789,1.812
2021-09-05 18:10:16:9020,0.0809,-0.0324,2.1826,2.184
2021-09-05 18:10:16:9130,-0.1693,-0.1855,2.2174,2.232
2021-09-05 18:10:16:9210,-0.5788,-0.0082,1.996,2.078
2021-09-05 18:10:16:9340,-0.8507,0.1764,1.4555,1.695
2021-09-05 18:10:16:9560,-0.9649,0.3283,0.9418,1.388
2021-09-05 18:10:16:9560,-0.9842,0.6908,0.5621,1.327
2021-09-05 18:10:16:9610,-0.7369,0.9471,0.4811,1.293
2021-09-05 18:10:16:9720,-0.5675,1.2914,0.3938,1.465
2021-09-05 18:10:16:9810,-0.6495,1.3867,0.2149,1.546
2021-09-05 18:10:16:9920,-0.6178,1.3043,0.0851,1.446
2021-09-05 18:10:17:0020,-0.5038,1.31,0.2972,1.435
2021-09-05 18:10:17:0130,-0.2251,1.3578,0.8854,1.637
2021-09-05 18:10:17:0210,-0.1327,1.3251,1.2117,1.801
2021-09-05 18:10:17:0350,0.0243,1.2454,1.6807,2.092
2021-09-05 18:10:17:0550,0.0516,1.2334,1.9017,2.267
2021-09-05 18:10:17:0560,-0.028,1.0735,2.0255,2.293
2021-09-05 18:10:17:0610,-0.0811,1.0007,2.0878,2.317
2021-09-05 18:10:17:0720,-0.0917,1.0272,2.0881,2.329
2021-09-05 18:10:17:0810,-0.3915,1.0437,1.8491,2.159
2021-09-05 18:10:17:0920,-0.6733,1.0889,1.4235,1.915
2021-09-05 18:10:17:1010,-0.845,1.1307,1.1636,1.829
2021-09-05 18:10:17:1130,-1.1437,1.2306,0.888,1.9
2021-09-05 18:10:17:1210,-1.3345,1.243,0.72,1.961
2021-09-05 18:10:17:1340,-1.7019,1.1702,0.4542,2.115
2021-09-05 18:10:17:1580,-1.8518,1.1483,0.2897,2.198
2021-09-05 18:10:17:1580,-1.97,1.2113,-0.0344,2.313
2021-09-05 18:10:17:1600,-2.0191,1.3047,-0.1395,2.408
2021-09-05 18:10:17:1719,-1.9951,1.324,-0.1501,2.399
2021-09-05 18:10:17:1810,-1.904,1.4165,-0.1618,2.379
2021-09-05 18:10:17:1920,-1.9272,1.4879,-0.1556,2.44
2021-09-05 18:10:17:2010,-1.8427,1.5041,-0.1415,2.383
2021-09-05 18:10:17:2130,-1.8398,1.6265,-0.1255,2.459
2021-09-05 18:10:17:2220,-1.8215,1.7871,-0.0677,2.553
2021-09-05 18:10:17:2330,-1.8057,1.9383,-0.0868,2.65
2021-09-05 18:10:17:2410,-1.7648,2.0398,0.004,2.697
2021-09-05 18:10:17:2680,-1.7308,2.0886,0.3795,2.739
2021-09-05 18:10:17:2690,-1.7192,1.9317,0.7165,2.683
2021-09-05 18:10:17:2730,-1.8433,1.8033,1.1319,2.816
2021-09-05 18:10:17:2819,-1.7834,1.813,1.4845,2.945
2021-09-05 18:10:17:2920,-1.6605,1.7893,1.7628,3.011
2021-09-05 18:10:17:3010,-1.5573,1.6473,2.0919,3.085
2021-09-05 18:10:17:3120,-1.3684,1.6879,2.5671,3.363
2021-09-05 18:10:17:3220,-1.2274,1.6183,2.6481,3.337
2021-09-05 18:10:17:3360,-1.011,1.5651,2.5417,3.151
2021-09-05 18:10:17:3410,-0.913,1.5054,2.2375,2.847
2021-09-05 18:10:17:3690,-0.8422,1.4262,1.7828,2.433
2021-09-05 18:10:17:3690,-0.7756,1.3366,1.4327,2.107
2021-09-05 18:10:17:3730,-0.6964,1.133,1.1439,1.754
2021-09-05 18:10:17:3830,-0.5943,0.8803,1.0985,1.528
2021-09-05 18:10:17:3930,-0.4897,0.5549,1.0891,1.317
2021-09-05 18:10:17:4010,-0.4585,0.2931,1.0258,1.161
2021-09-05 18:10:17:4120,-0.3765,-0.0555,0.7353,0.828
2021-09-05 18:10:17:4220,-0.2997,-0.3641,0.3763,0.603
2021-09-05 18:10:17:4320,-0.2142,-0.6701,-0.2021,0.732
2021-09-05 18:10:17:4410,-0.1075,-0.9275,-0.4998,1.059
2021-09-05 18:10:17:4620,-0.0564,-1.2362,-0.7952,1.471
2021-09-05 18:10:17:4620,0.1328,-1.4437,-0.7653,1.639
2021-09-05 18:10:17:4750,0.3257,-1.6987,-0.626,1.839
2021-09-05 18:10:17:4830,0.3736,-2.0211,-0.425,2.099
2021-09-05 18:10:17:4930,0.465,-2.5383,-0.2441,2.592
2021-09-05 18:10:17:5010,0.4736,-2.7852,-0.2317,2.835
2021-09-05 18:10:17:5130,0.3852,-3.0615,-0.4387,3.117
2021-09-05 18:10:17:5210,0.3606,-3.1495,-0.645,3.235
2021-09-05 18:10:17:5320,0.196,-3.1103,-0.9999,3.273
2021-09-05 18:10:17:5410,0.0665,-3.0854,-1.1831,3.305
2021-09-05 18:10:17:5709,-0.0247,-2.9577,-1.164,3.179
2021-09-05 18:10:17:5719,0.0823,-2.8448,-0.9475,3
2021-09-05 18:10:17:5750,0.2664,-2.8529,-0.3297,2.884
2021-09-05 18:10:17:5820,0.4445,-2.9271,0.0439,2.961
2021-09-05 18:10:17:5920,0.6772,-3.037,0.4257,3.141
2021-09-05 18:10:17:6010,0.8123,-3.0549,0.5504,3.209
2021-09-05 18:10:17:6130,0.9245,-2.9787,0.4618,3.153
2021-09-05 18:10:17:6210,0.9262,-2.8962,0.3014,3.056
2021-09-05 18:10:17:6330,0.8116,-2.6625,-0.1655,2.788
2021-09-05 18:10:17:6410,0.6992,-2.5618,-0.4404,2.692
2021-09-05 18:10:17:6610,0.5753,-2.3751,-0.7633,2.56
2021-09-05 18:10:17:6610,0.4369,-2.2566,-0.968,2.494
2021-09-05 18:10:17:6710,0.3702,-2.1424,-1.0262,2.404
2021-09-05 18:10:17:6810,0.3016,-2.0685,-0.9793,2.308
2021-09-05 18:10:17:6929,0.2556,-2.1122,-0.8904,2.306
2021-09-05 18:10:17:7010,0.3083,-2.1612,-0.8372,2.338
2021-09-05 18:10:17:7130,0.3994,-2.1394,-0.832,2.33
2021-09-05 18:10:17:7210,0.4465,-2.1006,-0.9352,2.342
